"Année.RAP";"Type.de.Budget..Hors.Budgets.annexes.";"Code.Ministère.au.1er.janvier.2017";"Ministère.au.1er.janvier.2017";"Programme";"Libellé.programme";"Code.Action";"Action";"T1.EXEC.CP.2017";"T2.EXEC.CP.2017";"T3.EXEC.CP.2017";"T4.EXEC.CP.2017";"T5.EXEC.CP.2017";"T6.EXEC.CP.2017";"T7.EXEC.CP.2017"
"2017";"Budget général";"MIN39";"Logement et habitat durable";"135";"Urbanisme, territoires et amélioration de l'habitat";"3";"Lutte contre l'habitat indigne";"";"";"2476395";"";"";"2763651";""
"2017";"Budget général";"MIN39";"Logement et habitat durable";"135";"Urbanisme, territoires et amélioration de l'habitat";"4";"Réglementation, politique technique et qualité de la construction";"";"";"39470841";"";"0";"4351598";"149990"
"2017";"Budget général";"MIN39";"Logement et habitat durable";"135";"Urbanisme, territoires et amélioration de l'habitat";"5";"Soutien";"";"";"12634203";"";"2507148";"1952415";""
"2017";"Budget général";"MIN39";"Logement et habitat durable";"135";"Urbanisme, territoires et amélioration de l'habitat";"7";"Urbanisme et aménagement";"";"";"6541003";"";"";"54568225";""
"2017";"Budget général";"MIN39";"Logement et habitat durable";"177";"Hébergement, parcours vers le logement et insertion des personnes vulnérables";"11";"Prévention de l'exclusion";"";"";"37296";"";"";"64112030";""
"2017";"Budget général";"MIN39";"Logement et habitat durable";"177";"Hébergement, parcours vers le logement et insertion des personnes vulnérables";"12";"Hébergement et logement adapté";"";"";"9049028";"";"";"1879798472";""
"2017";"Budget général";"MIN39";"Logement et habitat durable";"177";"Hébergement, parcours vers le logement et insertion des personnes vulnérables";"14";"Conduite et animation des politiques de l'hébergement et de l'inclusion sociale";"";"";"1242696";"";"";"8800133";""
"2017";"Budget général";"MIN44";"Outre-mer";"123";"Conditions de vie outre-mer";"1";"Logement";"";"";"637666";"";"";"198602472";""
"2017";"Budget général";"MIN44";"Outre-mer";"123";"Conditions de vie outre-mer";"2";"Aménagement  du territoire";"";"";"5135004";"";"610530";"117410743";""
"2017";"Budget général";"MIN44";"Outre-mer";"123";"Conditions de vie outre-mer";"3";"Continuité territoriale";"";"";"5717008";"";"";"37086478";""
"2017";"Budget général";"MIN44";"Outre-mer";"123";"Conditions de vie outre-mer";"4";"Sanitaire, social, culture, jeunesse et sports";"";"";"161453";"";"";"24100185";""
"2017";"Budget général";"MIN44";"Outre-mer";"123";"Conditions de vie outre-mer";"6";"Collectivités territoriales";"";"";"2073196";"";"";"300676641";""
"2017";"Budget général";"MIN44";"Outre-mer";"123";"Conditions de vie outre-mer";"7";"Insertion économique et coopération régionales";"";"";"323280";"";"";"454743";""
"2017";"Budget général";"MIN44";"Outre-mer";"123";"Conditions de vie outre-mer";"8";"Fonds exceptionnel d'investissement";"";"";"";"";"";"25611483";""
"2017";"Budget général";"MIN44";"Outre-mer";"123";"Conditions de vie outre-mer";"9";"Appui à l'accès aux financements bancaires";"";"";"15";"";"";"13975741";""
"2017";"Budget général";"MIN44";"Outre-mer";"138";"Emploi outre-mer";"1";"Soutien aux entreprises";"";"";"148109";"";"";"1032024460";""
"2017";"Budget général";"MIN44";"Outre-mer";"138";"Emploi outre-mer";"2";"Aide à l'insertion et à la qualification professionnelle";"";"146892761";"59009273";"";"24065290";"32340117";""
"2017";"Budget général";"MIN44";"Outre-mer";"138";"Emploi outre-mer";"3";"Pilotage des politiques des outre-mer";"";"";"2622543";"";"38608";"34508";""
"2017";"Budget général";"MIN45";"Aménagement du territoire, ruralité et collectivités territoriales";"119";"Concours financiers aux collectivités territoriales et à leurs groupements";"1";"Soutien aux projets des communes et groupements de communes";"";"";"1342";"";"";"879841237";""
"2017";"Budget général";"MIN45";"Aménagement du territoire, ruralité et collectivités territoriales";"119";"Concours financiers aux collectivités territoriales et à leurs groupements";"2";"Dotation générale de décentralisation des communes";"";"";"";"";"";"130152665";""
"2017";"Budget général";"MIN45";"Aménagement du territoire, ruralité et collectivités territoriales";"119";"Concours financiers aux collectivités territoriales et à leurs groupements";"3";"Soutien aux projets des départements et des régions";"";"";"";"";"";"409855225";""
"2017";"Budget général";"MIN45";"Aménagement du territoire, ruralité et collectivités territoriales";"119";"Concours financiers aux collectivités territoriales et à leurs groupements";"4";"Dotation générale de décentralisation des départements";"";"";"";"";"";"265466928";""
"2017";"Budget général";"MIN45";"Aménagement du territoire, ruralité et collectivités territoriales";"119";"Concours financiers aux collectivités territoriales et à leurs groupements";"5";"Dotation générale de décentralisation des régions";"";"";"";"";"";"1011612143";""
"2017";"Budget général";"MIN45";"Aménagement du territoire, ruralité et collectivités territoriales";"119";"Concours financiers aux collectivités territoriales et à leurs groupements";"6";"Dotation générale de décentralisation concours particuliers";"";"";"";"";"";"227071995";""
"2017";"Budget général";"MIN45";"Aménagement du territoire, ruralité et collectivités territoriales";"119";"Concours financiers aux collectivités territoriales et à leurs groupements";"7";"Soutien à l'investissement - Part métropoles";"";"";"";"";"";"6034956";""
"2017";"Budget général";"MIN46";"Familles, enfance et droits des femmes";"137";"Égalité entre les femmes et les hommes";"11";"Actions et expérimentations pour la culture de l'égalité et en faveur de l'égalité professionnelle, politique et sociale";"";"";"106117";"";"";"3602743";""
"2017";"Budget général";"MIN46";"Familles, enfance et droits des femmes";"137";"Égalité entre les femmes et les hommes";"12";"Promotion des droits, prévention et lutte contre les violences sexistes";"";"";"636642";"";"";"14498165";""
"2017";"Budget général";"MIN46";"Familles, enfance et droits des femmes";"137";"Égalité entre les femmes et les hommes";"13";"Soutien du programme égalité entre les femmes et les hommes";"";"";"643757";"";"";"60100";""
"2017";"Budget général";"MIN46";"Familles, enfance et droits des femmes";"137";"Égalité entre les femmes et les hommes";"15";"Prévention et lutte contre la prostitution et la traite des êtres humains";"";"";"0";"";"";"2746796";""
"2017";"Budget général";"MIN52";"Ville, jeunesse et sports";"163";"Jeunesse et vie associative";"1";"Développement de la vie associative";"";"";"116632";"";"";"22614946";""
"2017";"Budget général";"MIN52";"Ville, jeunesse et sports";"163";"Jeunesse et vie associative";"2";"Actions en faveur de la jeunesse et de l'éducation populaire";"";"";"2036084";"";"";"67846273";""
"2017";"Budget général";"MIN52";"Ville, jeunesse et sports";"163";"Jeunesse et vie associative";"4";"Développement du service civique";"";"";"446389181";"";"";"1173895";""
"2017";"Budget général";"MIN52";"Ville, jeunesse et sports";"219";"Sport";"1";"Promotion du sport pour le plus grand nombre";"";"";"3389510";"";"";"35475610";""
"2017";"Budget général";"MIN52";"Ville, jeunesse et sports";"219";"Sport";"2";"Développement du sport de haut niveau";"";"";"33527004";"";"4303887";"118852367";"2348000"
"2017";"Budget général";"MIN52";"Ville, jeunesse et sports";"219";"Sport";"3";"Prévention par le sport et protection des sportifs";"";"";"389229";"";"";"16231051";""
"2017";"Budget général";"MIN52";"Ville, jeunesse et sports";"219";"Sport";"4";"Promotion des métiers du sport";"";"";"20077670";"";"";"8862123";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"124";"Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative";"10";"Fonctionnement des services";"";"";"15032697";"";"416675";"1144304";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"124";"Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative";"11";"Systèmes d'information";"";"";"45998769";"";"110082";"";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"124";"Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative";"12";"Affaires immobilières";"";"";"77744720";"";"92869";"";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"124";"Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative";"14";"Communication";"";"";"3803425";"";"";"";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"124";"Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative";"15";"Affaires européennes et internationales";"";"";"431148";"";"";"4657788";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"124";"Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative";"16";"Statistiques, études et recherche";"";"";"6709265";"";"";"2748767";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"124";"Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative";"17";"Financement des agences régionales de santé";"";"";"552886645";"";"";"";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"124";"Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative";"18";"Personnels mettant en oeuvre les politiques sociales et de la santé";"";"249865618";"";"";"";"";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"124";"Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative";"19";"Personnels mettant en oeuvre les politiques du sport, de la jeunesse, de l'éducation populaire et de la vie associative";"";"284374049";"";"";"";"";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"124";"Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative";"20";"Personnels mettant en oeuvre les politiques pour les droits des femmes";"";"15499164";"";"";"";"";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"124";"Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative";"21";"Personnels mettant en œuvre les politiques de la ville, du logement et de l'hébergement";"";"49815285";"";"";"";"";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"124";"Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative";"22";"Personnels transversaux et de soutien";"";"133602197";"";"";"";"";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"124";"Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative";"23";"Politique des ressources humaines";"";"14310";"25315565";"";"0";"70855";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"157";"Handicap et dépendance";"11";"Fonctionnement des maisons départementales des personnes handicapées";"";"";"";"";"";"625773";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"157";"Handicap et dépendance";"12";"Allocations et aides en faveur des personnes handicapées";"";"";"873216";"";"";"10948938942";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"157";"Handicap et dépendance";"13";"Pilotage du programme et animation des politiques inclusives";"";"";"717723";"";"";"29114348";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"183";"Protection maladie";"2";"Aide médicale de l'Etat";"";"";"463746";"";"";"803879264";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"183";"Protection maladie";"3";"Fonds d'indemnisation des victimes de l'amiante";"";"";"";"";"";"7360000";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"204";"Prévention, sécurité sanitaire et offre de soins";"11";"Pilotage de la politique de santé publique";"";"";"164103003";"";"";"11788017";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"204";"Prévention, sécurité sanitaire et offre de soins";"12";"Santé des populations";"";"";"96656";"";"";"1057900";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"204";"Prévention, sécurité sanitaire et offre de soins";"14";"Prévention des maladies chroniques et qualité de vie des malades";"";"";"42531886";"";"";"11455018";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"204";"Prévention, sécurité sanitaire et offre de soins";"15";"Prévention des risques liés à l'environnement et à l'alimentation";"";"";"13449842";"";"";"3921597";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"204";"Prévention, sécurité sanitaire et offre de soins";"16";"Veille et sécurité sanitaire";"";"";"681558";"";"";"435000";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"204";"Prévention, sécurité sanitaire et offre de soins";"17";"Politique des produits de santé et de la qualité des pratiques et des soins";"";"";"122749566";"";"";"3929677";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"204";"Prévention, sécurité sanitaire et offre de soins";"19";"Modernisation de l'offre de soins";"";"";"935581";"";"";"59741959";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"304";"Inclusion sociale et protection des personnes";"11";"Prime d'activité et autres dispositifs";"";"";"";"";"";"5811220759";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"304";"Inclusion sociale et protection des personnes";"12";"Economie sociale et solidaire";"";"";"";"";"";"219825";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"304";"Inclusion sociale et protection des personnes";"13";"Autres expérimentations";"";"";"159613";"";"";"643396";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"304";"Inclusion sociale et protection des personnes";"14";"Aide alimentaire";"";"";"17511218";"";"";"26138922";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"304";"Inclusion sociale et protection des personnes";"15";"Qualification en travail social";"";"";"2000";"";"";"6017139";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"304";"Inclusion sociale et protection des personnes";"16";"Protection juridique des majeurs";"";"";"227037";"";"";"649247199";""
"2017";"Budget général";"MIN56";"Affaires sociales et santé";"304";"Inclusion sociale et protection des personnes";"17";"Protection et accompagnement des enfants, des jeunes et des familles vulnérables";"";"";"2733939";"";"";"32231765";""
"2017";"Budget général";"MIN58";"Fonction publique";"148";"Fonction publique";"1";"Formation des fonctionnaires";"";"225525";"75115739";"";"77915";"5218922";""
"2017";"Budget général";"MIN58";"Fonction publique";"148";"Fonction publique";"2";"Action sociale interministérielle";"";"";"107603728";"";"3995982";"1778377";""
"2017";"Budget général";"MIN70";"Défense";"144";"Environnement et prospective de la politique de défense";"3";"Recherche et exploitation du renseignement intéressant la sécurité de la France";"";"";"171957916";"";"150495124";"244000";""
"2017";"Budget général";"MIN70";"Défense";"144";"Environnement et prospective de la politique de défense";"7";"Prospective de défense";"";"";"971945251";"";"4684428";"25754604";"5850000"
"2017";"Budget général";"MIN70";"Défense";"144";"Environnement et prospective de la politique de défense";"8";"Relations internationales et diplomatie de défense";"";"";"8153364";"";"";"31115726";"3196"
"2017";"Budget général";"MIN70";"Défense";"146";"Équipement des forces";"6";"Dissuasion";"";"";"658518024";"";"2345749311";"";""
"2017";"Budget général";"MIN70";"Défense";"146";"Équipement des forces";"7";"Commandement et maîtrise de l'information";"";"";"511621701";"";"1060643985";"946468";""
"2017";"Budget général";"MIN70";"Défense";"146";"Équipement des forces";"8";"Projection - mobilité - soutien";"";"";"424605183";"";"800031223";"3389068";""
"2017";"Budget général";"MIN70";"Défense";"146";"Équipement des forces";"9";"Engagement et combat";"";"";"843310902";"";"2703076597";"23941654";""
"2017";"Budget général";"MIN70";"Défense";"146";"Équipement des forces";"10";"Protection et sauvegarde";"";"";"185017567";"";"184700210";"1423369";""
"2017";"Budget général";"MIN70";"Défense";"146";"Équipement des forces";"11";"Préparation et conduite des opérations d'armement";"";"";"209528497";"";"28233525";"2064291";""
"2017";"Budget général";"MIN70";"Défense";"146";"Équipement des forces";"12";"Parts étrangères et programmes civils";"";"";"8959540";"";"8772209";"";""
"2017";"Budget général";"MIN70";"Défense";"167";"Liens entre la Nation et son armée";"1";"Journée défense et citoyenneté";"";"";"13699582";"";"";"30000";""
"2017";"Budget général";"MIN70";"Défense";"167";"Liens entre la Nation et son armée";"2";"Politique de mémoire";"";"";"3037591";"";"47957";"18226542";""
"2017";"Budget général";"MIN70";"Défense";"169";"Reconnaissance et réparation en faveur du monde combattant";"1";"Administration de  la dette viagère";"";"";"";"";"";"1875408503";""
"2017";"Budget général";"MIN70";"Défense";"169";"Reconnaissance et réparation en faveur du monde combattant";"2";"Gestion  des droits liés aux pensions militaires d'invalidité";"";"";"6035737";"";"";"132827993";""
"2017";"Budget général";"MIN70";"Défense";"169";"Reconnaissance et réparation en faveur du monde combattant";"3";"Solidarité";"";"";"69658898";"";"";"271529691";"0"
"2017";"Budget général";"MIN70";"Défense";"169";"Reconnaissance et réparation en faveur du monde combattant";"7";"Actions en faveur des rapatriés";"";"";"433790";"";"";"18420000";""
"2017";"Budget général";"MIN70";"Défense";"178";"Préparation et emploi des forces";"1";"Planification  des moyens et conduite des opérations";"";"";"273743819";"";"58394029";"101621674";"4500"
"2017";"Budget général";"MIN70";"Défense";"178";"Préparation et emploi des forces";"2";"Préparation des forces terrestres";"";"";"1361437530";"";"70135899";"20751821";""
"2017";"Budget général";"MIN70";"Défense";"178";"Préparation et emploi des forces";"3";"Préparation des forces navales";"";"";"2082958107";"";"125220901";"6157403";"3182000"
"2017";"Budget général";"MIN70";"Défense";"178";"Préparation et emploi des forces";"4";"Préparation des forces aériennes";"";"";"2264986304";"";"41306367";"1554413";""
"2017";"Budget général";"MIN70";"Défense";"178";"Préparation et emploi des forces";"5";"Logistique et soutien interarmées";"";"";"1613175507";"";"56162534";"60067";"0"
"2017";"Budget général";"MIN70";"Défense";"178";"Préparation et emploi des forces";"6";"Surcoûts liés aux opérations extérieures";"";"";"428103512";"";"235137";"28064658";""
"2017";"Budget général";"MIN70";"Défense";"191";"Recherche duale (civile et militaire)";"1";"Recherche duale en sciences du vivant";"";"";"7506041";"";"";"";""
"2017";"Budget général";"MIN70";"Défense";"191";"Recherche duale (civile et militaire)";"2";"Recherche duale en sciences et techniques de l'information et de la communication";"";"";"5872012";"";"";"";""
"2017";"Budget général";"MIN70";"Défense";"191";"Recherche duale (civile et militaire)";"3";"Recherche duale dans le domaine aérospatial";"";"";"42160853";"";"";"";"98375324"
"2017";"Budget général";"MIN70";"Défense";"191";"Recherche duale (civile et militaire)";"4";"Autres recherches et développements technologiques duaux";"";"";"12787157";"";"";"";""
"2017";"Budget général";"MIN70";"Défense";"212";"Soutien de la politique de la défense";"4";"Politique immobilière";"";"-32608";"692735479";"";"682530225";"6512819";"5000000"
"2017";"Budget général";"MIN70";"Défense";"212";"Soutien de la politique de la défense";"5";"Systèmes d'information, d'administration et de gestion";"";"11465";"110229179";"";"36961626";"";""
"2017";"Budget général";"MIN70";"Défense";"212";"Soutien de la politique de la défense";"6";"Politiques des ressources humaines";"";"-341831";"137898193";"";"294216";"863152";""
"2017";"Budget général";"MIN70";"Défense";"212";"Soutien de la politique de la défense";"8";"Politique culturelle et éducative";"";"";"20519275";"";"204582";"336748";"4791373"
"2017";"Budget général";"MIN70";"Défense";"212";"Soutien de la politique de la défense";"10";"Restructurations";"";"-592";"13494661";"";"42655367";"18254120";"1500000"
"2017";"Budget général";"MIN70";"Défense";"212";"Soutien de la politique de la défense";"11";"Pilotage, soutien et communication";"";"3611";"350033598";"";"98949254";"1000";""
"2017";"Budget général";"MIN70";"Défense";"212";"Soutien de la politique de la défense";"50";"Recherche et exploitation du renseignement intéressant la sécurité de la France - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";"";"520861145";"";"";"";"";""
"2017";"Budget général";"MIN70";"Défense";"212";"Soutien de la politique de la défense";"51";"Prospective de défense - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";"";"24063374";"";"";"";"";""
"2017";"Budget général";"MIN70";"Défense";"212";"Soutien de la politique de la défense";"52";"Relations internationales";"";"67072336";"";"";"";"";""
"2017";"Budget général";"MIN70";"Défense";"212";"Soutien de la politique de la défense";"53";"Préparation et conduite des opérations d'armement - Personnel travaillant  pour le programme  ""Équipement des forces """;"";"1938607837";"";"";"";"";""
"2017";"Budget général";"MIN70";"Défense";"212";"Soutien de la politique de la défense";"54";"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";"";"1228540711";"-583";"";"";"";""
"2017";"Budget général";"MIN70";"Défense";"212";"Soutien de la politique de la défense";"55";"Préparation des forces terrestres - Personnel travaillant pour le programme ""Préparation et emploi des forces""";"";"6706265903";"";"";"";"";""
"2017";"Budget général";"MIN70";"Défense";"212";"Soutien de la politique de la défense";"56";"Préparation des forces navales - Personnel travaillant pour le programme ""Préparation et emploi des forces""";"";"2406904659";"";"";"";"";""
"2017";"Budget général";"MIN70";"Défense";"212";"Soutien de la politique de la défense";"57";"Préparation des forces aériennes- Personnel travaillant pour le programme ""Préparation et emploi des forces""";"";"2494994961";"";"";"";"";""
"2017";"Budget général";"MIN70";"Défense";"212";"Soutien de la politique de la défense";"58";"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";"";"2816700267";"40";"";"";"";""
"2017";"Budget général";"MIN70";"Défense";"212";"Soutien de la politique de la défense";"59";"Surcoûts liés aux opérations - Personnel travaillant pour le programme ""Préparation et emploi des forces""";"";"414495443";"";"";"";"";""
"2017";"Budget général";"MIN70";"Défense";"212";"Soutien de la politique de la défense";"60";"Politique immobilière - Personnel travaillant pour l'action ""Politique immobilière""";"";"438566022";"";"";"";"";""
"2017";"Budget général";"MIN70";"Défense";"212";"Soutien de la politique de la défense";"61";"Action sociale, chômage et pensions";"";"297900416";"";"";"";"";""
"2017";"Budget général";"MIN70";"Défense";"212";"Soutien de la politique de la défense";"62";"Politique culturelle et éducative - gestion et communication des archives historiques de la défense - Personnel travaillant pour l'action ""Politique culturelle et éducative""";"";"34121904";"";"";"";"";""
"2017";"Budget général";"MIN70";"Défense";"212";"Soutien de la politique de la défense";"63";"Restructurations - RH";"";"100115138";"";"";"";"";""
"2017";"Budget général";"MIN70";"Défense";"212";"Soutien de la politique de la défense";"64";"Pilotage, soutien  -  Personnel travaillant pour l'action "" Pilotage, soutien """;"";"400433148";"1203";"";"";"";""
"2017";"Budget général";"MIN70";"Défense";"212";"Soutien de la politique de la défense";"65";"Journée défense et citoyenneté - Personnel travaillant pour le programme ""Liens entre la Nation et son armée""";"";"75730979";"";"";"";"";""
"2017";"Budget général";"MIN70";"Défense";"212";"Soutien de la politique de la défense";"66";"Rayonnement et contribution extérieure";"";"70279745";"";"";"";"";""
"2017";"Budget général";"MIN70";"Défense";"212";"Soutien de la politique de la défense";"67";"Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH";"";"86983740";"";"";"";"";""
