"Ministère";"Libellé.ministère";"Programme";"Libellé.programme";"Action";"Libellé.action";"T1";"T2";"T3";"T4";"T5";"T6";"T7";"Total.général"
"6";"Éducation nationale, enseignement supérieur et recherche";"193";"Recherche spatiale";"6";"Moyens généraux et d'appui à la recherche";"";"";"34135855";"";"";"26683225";"";"60819080"
"6";"Éducation nationale, enseignement supérieur et recherche";"193";"Recherche spatiale";"7";"Développement des satellites de météorologie";"";"";"";"";"";"25628687";"";"25628687"
"6";"Éducation nationale, enseignement supérieur et recherche";"214";"Soutien de la politique de l'éducation nationale";"1";"Pilotage et mise en oeuvre des politiques éducatives";"";"422109928";"6412";"";"";"0";"";"422116340"
"6";"Éducation nationale, enseignement supérieur et recherche";"214";"Soutien de la politique de l'éducation nationale";"2";"Évaluation et contrôle";"";"85642136";"4280490";"";"33082";"153989";"";"90109697"
"6";"Éducation nationale, enseignement supérieur et recherche";"214";"Soutien de la politique de l'éducation nationale";"3";"Communication";"";"11552086";"5547954";"";"";"22154";"";"17122194"
"6";"Éducation nationale, enseignement supérieur et recherche";"214";"Soutien de la politique de l'éducation nationale";"4";"Expertise juridique";"";"17380345";"4651963";"";"";"3268440";"";"25300748"
"6";"Éducation nationale, enseignement supérieur et recherche";"214";"Soutien de la politique de l'éducation nationale";"5";"Action internationale";"";"6897509";"6612163";"";"";"1753927";"";"15263599"
"6";"Éducation nationale, enseignement supérieur et recherche";"214";"Soutien de la politique de l'éducation nationale";"6";"Politique des ressources humaines";"";"509501126";"86992756";"";"0";"12663889";"";"609157771"
"6";"Éducation nationale, enseignement supérieur et recherche";"214";"Soutien de la politique de l'éducation nationale";"7";"Établissements d'appui de la politique éducative";"";"";"151125144";"";"";"";"";"151125144"
"6";"Éducation nationale, enseignement supérieur et recherche";"214";"Soutien de la politique de l'éducation nationale";"8";"Logistique, système d'information, immobilier";"";"272967153";"265870195";"";"115801168";"126478459";"1000000";"782116975"
"6";"Éducation nationale, enseignement supérieur et recherche";"214";"Soutien de la politique de l'éducation nationale";"9";"Certification";"";"130419359";"24889965";"";"0";"2679095";"";"157988419"
"6";"Éducation nationale, enseignement supérieur et recherche";"214";"Soutien de la politique de l'éducation nationale";"10";"Transports scolaires";"";"-7821";"191436";"";"";"2676603";"";"2860218"
"6";"Éducation nationale, enseignement supérieur et recherche";"230";"Vie de l'élève";"1";"Vie scolaire et éducation à la responsabilité";"";"902118136";"19292871";"";"";"1331082592";"";"2252493599"
"6";"Éducation nationale, enseignement supérieur et recherche";"230";"Vie de l'élève";"2";"Santé scolaire";"";"529647955";"2157180";"";"";"2609979";"";"534415114"
"6";"Éducation nationale, enseignement supérieur et recherche";"230";"Vie de l'élève";"3";"Inclusion scolaire des élèves en situation de handicap";"";"307244597";"16439796";"";"13550";"409694832";"";"733392775"
"6";"Éducation nationale, enseignement supérieur et recherche";"230";"Vie de l'élève";"4";"Action sociale";"";"174618210";"1491290";"";"";"591535669";"";"767645169"
"6";"Éducation nationale, enseignement supérieur et recherche";"230";"Vie de l'élève";"5";"Politique de l'internat et établissements à la charge de l'Etat";"";"40867340";"545718";"";"";"14137783";"";"55550841"
"6";"Éducation nationale, enseignement supérieur et recherche";"230";"Vie de l'élève";"6";"Actions éducatives complémentaires aux enseignements";"";"159";"1997668";"";"";"465123556";"";"467121383"
"6";"Éducation nationale, enseignement supérieur et recherche";"231";"Vie étudiante";"1";"Aides directes";"";"";"26983694";"";"";"2106586567";"0";"2133570261"
"6";"Éducation nationale, enseignement supérieur et recherche";"231";"Vie étudiante";"2";"Aides indirectes";"";"";"165698346";"";"21123251";"8031034";"80456766";"275309397"
"6";"Éducation nationale, enseignement supérieur et recherche";"231";"Vie étudiante";"3";"Santé des étudiants et activités associatives, culturelles et sportives";"";"";"47261727";"";"";"9564829";"";"56826556"
"6";"Éducation nationale, enseignement supérieur et recherche";"231";"Vie étudiante";"4";"Pilotage et animation du programme";"";"";"87691217";"";"";"";"2631461";"90322678"
"6";"Éducation nationale, enseignement supérieur et recherche";"408";"Internats de la réussite";"1";"Internats de la réussite";"";"";"";"";"";"0";"";"0"
"6";"Éducation nationale, enseignement supérieur et recherche";"409";"Écosystèmes d'excellence";"1";"Équipements d'excellence";"";"";"";"";"";"0";"0";"0"
"6";"Éducation nationale, enseignement supérieur et recherche";"409";"Écosystèmes d'excellence";"2";"Initiatives d'excellence";"";"";"";"";"";"";"0";"0"
"6";"Éducation nationale, enseignement supérieur et recherche";"409";"Écosystèmes d'excellence";"3";"Technologies-clés génériques";"";"";"";"";"";"0";"";"0"
"6";"Éducation nationale, enseignement supérieur et recherche";"409";"Écosystèmes d'excellence";"4";"Espace, lanceurs, satellites";"";"";"";"";"";"0";"";"0"
"6";"Éducation nationale, enseignement supérieur et recherche";"409";"Écosystèmes d'excellence";"5";"Recherche hospitalo-universitaire en santé";"";"";"0";"";"";"0";"0";"0"
"6";"Éducation nationale, enseignement supérieur et recherche";"409";"Écosystèmes d'excellence";"6";"Calcul intensif";"";"";"";"";"";"0";"";"0"
"7";"Finances et comptes publics";"110";"Aide économique et financière au développement";"1";"Aide économique et financière multilatérale";"";"";"";"";"";"128244008";"511658696";"639902704"
"7";"Finances et comptes publics";"110";"Aide économique et financière au développement";"2";"Aide économique et financière bilatérale";"";"";"6318040";"";"";"235428703";"";"241746743"
"7";"Finances et comptes publics";"110";"Aide économique et financière au développement";"3";"Traitement de la dette des pays pauvres";"";"";"";"";"";"48161140";"59185788";"107346928"
"7";"Finances et comptes publics";"114";"Appels en garantie de l'État (crédits évaluatifs)";"1";"Agriculture et environnement";"";"";"";"";"";"0";"";"0"
"7";"Finances et comptes publics";"114";"Appels en garantie de l'État (crédits évaluatifs)";"2";"Soutien au domaine social, logement, santé";"";"";"";"";"";"15500000";"";"15500000"
"7";"Finances et comptes publics";"114";"Appels en garantie de l'État (crédits évaluatifs)";"3";"Financement des entreprises et industrie";"";"";"";"";"";"4700572";"";"4700572"
"7";"Finances et comptes publics";"114";"Appels en garantie de l'État (crédits évaluatifs)";"4";"Développement international de l'économie française";"";"";"";"";"";"125300000";"";"125300000"
"7";"Finances et comptes publics";"114";"Appels en garantie de l'État (crédits évaluatifs)";"5";"Autres garanties";"";"";"";"";"";"0";"";"0"
"7";"Finances et comptes publics";"117";"Charge de la dette et trésorerie de l'État (crédits évaluatifs)";"1";"Dette";"";"";"";"42136369662";"";"";"";"42136369662"
"7";"Finances et comptes publics";"117";"Charge de la dette et trésorerie de l'État (crédits évaluatifs)";"3";"Trésorerie";"";"";"";"0";"";"";"";"0"
"7";"Finances et comptes publics";"145";"Épargne";"1";"Épargne logement";"";"";"1671304";"";"";"249629840";"";"251301144"
"7";"Finances et comptes publics";"145";"Épargne";"2";"Instruments de financement du logement";"";"";"872957";"";"";"1329249";"";"2202206"
"7";"Finances et comptes publics";"156";"Gestion fiscale et financière de l'État et du secteur public local";"1";"Fiscalité des grandes entreprises";"";"104691536";"11164447";"";"";"";"";"115855983"
"7";"Finances et comptes publics";"156";"Gestion fiscale et financière de l'État et du secteur public local";"2";"Fiscalité des PME";"";"1619362784";"49780873";"";"7891565";"";"";"1677035222"
"7";"Finances et comptes publics";"156";"Gestion fiscale et financière de l'État et du secteur public local";"3";"Fiscalité des particuliers et fiscalité directe locale";"";"2147385696";"81914372";"";"956358";"";"";"2230256426"
"7";"Finances et comptes publics";"156";"Gestion fiscale et financière de l'État et du secteur public local";"5";"Gestion financière de l'État hors fiscalité";"";"721089969";"11563503";"";"827456";"";"";"733480928"
"7";"Finances et comptes publics";"156";"Gestion fiscale et financière de l'État et du secteur public local";"6";"Gestion des pensions";"";"60961333";"4599018";"";"1187335";"465238";"";"67212924"
"7";"Finances et comptes publics";"156";"Gestion fiscale et financière de l'État et du secteur public local";"7";"Gestion financière du secteur public local hors fiscalité";"";"1346468998";"29668745";"";"363424";"-163";"";"1376501004"
"7";"Finances et comptes publics";"156";"Gestion fiscale et financière de l'État et du secteur public local";"8";"Gestion des fonds déposés";"";"57006728";"302040";"";"";"";"";"57308768"
"7";"Finances et comptes publics";"156";"Gestion fiscale et financière de l'État et du secteur public local";"9";"Soutien";"";"1002345073";"866501466";"0";"22766202";"347885";"";"1891960626"
"7";"Finances et comptes publics";"168";"Majoration de rentes";"1";"Participation de l'État aux majorations de rentes viagères";"";"";"";"";"";"159852499";"";"159852499"
"7";"Finances et comptes publics";"195";"Régimes de retraite des mines, de la SEITA et divers";"1";"Versements au fonds spécial de retraite de la caisse autonome nationale de sécurité sociale dans les mines";"";"";"";"";"";"1342949004";"";"1342949004"
"7";"Finances et comptes publics";"195";"Régimes de retraite des mines, de la SEITA et divers";"2";"Régime de retraite de la SEITA";"";"";"";"";"";"163754277";"";"163754277"
"7";"Finances et comptes publics";"195";"Régimes de retraite des mines, de la SEITA et divers";"3";"Caisse des retraites de l'Imprimerie nationale";"";"";"";"";"";"0";"";"0"
"7";"Finances et comptes publics";"195";"Régimes de retraite des mines, de la SEITA et divers";"4";"Caisse des retraites des régies ferroviaires d'outre-mer";"";"";"";"";"";"2770000";"";"2770000"
"7";"Finances et comptes publics";"195";"Régimes de retraite des mines, de la SEITA et divers";"7";"Versements liés à la liquidation de l'ORTF";"";"";"";"";"";"320000";"";"320000"
"7";"Finances et comptes publics";"200";"Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs)";"11";"Remboursements et restitutions liés à la mécanique de l'impôt";"";"";"";"";"";"66616654287";"";"66616654287"
"7";"Finances et comptes publics";"200";"Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs)";"12";"Remboursements et dégrèvements liées à des politiques publiques";"";"";"19";"";"";"13613396392";"";"13613396411"
"7";"Finances et comptes publics";"200";"Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs)";"13";"Remboursements et dégrèvements liés à la gestion des produits de l'Etat";"";"";"3539851783";"";"";"7739104202";"";"11278955985"
"7";"Finances et comptes publics";"201";"Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs)";"1";"Taxe professionnelle et contribution économique territoriale  et autres impôts économiques créés ou modifiés dans le cadre de la réforme de la taxe professionnelle";"";"";"13304831";"";"";"6293210706";"0";"6306515537"
"7";"Finances et comptes publics";"201";"Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs)";"2";"Taxes foncières";"";"";"";"";"";"990136368";"";"990136368"
"7";"Finances et comptes publics";"201";"Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs)";"3";"Taxe d'habitation";"";"";"";"";"";"3797256342";"";"3797256342"
"7";"Finances et comptes publics";"201";"Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs)";"4";"Admission en non valeur d'impôts locaux";"";"";"";"";"";"582351523";"";"582351523"
"7";"Finances et comptes publics";"218";"Conduite et pilotage des politiques économiques et financières";"1";"Etat-major et politiques transversales";"";"174569159";"161190011";"";"2334476";"45031";"361900";"338500577"
"7";"Finances et comptes publics";"218";"Conduite et pilotage des politiques économiques et financières";"2";"Expertise, audit, évaluation et contrôle";"";"69824472";"2781557";"";"50550";"";"";"72656579"
"7";"Finances et comptes publics";"218";"Conduite et pilotage des politiques économiques et financières";"3";"Promotion des politiques économique et financière";"";"0";"0";"";"";"0";"";"0"
"7";"Finances et comptes publics";"218";"Conduite et pilotage des politiques économiques et financières";"4";"Contribution au respect du droit et à la sécurité juridique";"";"0";"0";"";"";"";"";"0"
"7";"Finances et comptes publics";"218";"Conduite et pilotage des politiques économiques et financières";"5";"Prestations d'appui et support";"";"191492905";"254962097";"";"5798469";"15582577";"4413";"467840461"
"7";"Finances et comptes publics";"218";"Conduite et pilotage des politiques économiques et financières";"7";"Pilotage des finances publiques et projets interministériels";"";"71141410";"74654502";"";"26466549";"85047";"";"172347508"
"7";"Finances et comptes publics";"220";"Statistiques et études économiques";"1";"Infrastructure statistique";"";"99781102";"9801081";"";"159018";"22638976";"";"132380177"
"7";"Finances et comptes publics";"220";"Statistiques et études économiques";"2";"Information sur les entreprises et synthèses économiques";"";"50153055";"2690647";"";"97017";"";"";"52940719"
"7";"Finances et comptes publics";"220";"Statistiques et études économiques";"3";"Information démographique et sociale";"";"61283960";"6951329";"";"294934";"";"";"68530223"
"7";"Finances et comptes publics";"220";"Statistiques et études économiques";"5";"Soutien";"";"103835746";"38340771";"";"1099362";"13000";"";"143288879"
"7";"Finances et comptes publics";"220";"Statistiques et études économiques";"6";"Action régionale";"";"53515353";"566552";"";"";"";"";"54081905"
"7";"Finances et comptes publics";"221";"Stratégie des finances publiques et modernisation de l'État";"2";"Politique des finances publiques et analyse de la performance des politiques publiques";"";"0";"0";"";"";"";"";"0"
"7";"Finances et comptes publics";"221";"Stratégie des finances publiques et modernisation de l'État";"5";"Information financière de l'Etat";"";"0";"0";"";"0";"";"";"0"
"7";"Finances et comptes publics";"221";"Stratégie des finances publiques et modernisation de l'État";"6";"Systèmes d'information et production de la paye";"";"0";"0";"";"0";"";"";"0"
"7";"Finances et comptes publics";"221";"Stratégie des finances publiques et modernisation de l'État";"7";"Politique de la fonction publique et modernisation de la gestion des ressources humaines";"";"0";"0";"";"";"";"";"0"
"7";"Finances et comptes publics";"221";"Stratégie des finances publiques et modernisation de l'État";"8";"Régulation des jeux";"";"0";"0";"";"0";"";"";"0"
"7";"Finances et comptes publics";"302";"Facilitation et sécurisation des échanges";"1";"Surveillance douanière des flux de personnes et de marchandises et lutte contre la grande fraude douanière.";"";"451461649";"16037189";"";"2913504";"0";"";"470412342"
"7";"Finances et comptes publics";"302";"Facilitation et sécurisation des échanges";"3";"Préservation de la sécurité et de la sûreté de l'espace national et européen";"";"103487680";"20553105";"";"21578209";"";"";"145618994"
"7";"Finances et comptes publics";"302";"Facilitation et sécurisation des échanges";"4";"Promotion des échanges internationaux et qualité du dédouanement";"";"209581907";"470373";"";"0";"";"";"210052280"
"7";"Finances et comptes publics";"302";"Facilitation et sécurisation des échanges";"5";"Fiscalité douanière, énergétique et environnementale";"";"139065838";"706073";"";"34258";"218009417";"";"357815586"
"7";"Finances et comptes publics";"302";"Facilitation et sécurisation des échanges";"6";"Soutien des services opérationnels";"";"233183092";"132809581";"";"22442657";"1160897";"";"389596227"
"7";"Finances et comptes publics";"305";"Stratégie économique et fiscale";"1";"Définition et mise en oeuvre de la politique économique et financière de la France dans le cadre national, international et européen";"";"63126234";"290862434";"";"";"899218";"";"354887886"
"7";"Finances et comptes publics";"305";"Stratégie économique et fiscale";"2";"Développement international de l'économie française";"";"70164541";"13832195";"";"266905";"";"1494";"84265135"
"7";"Finances et comptes publics";"305";"Stratégie économique et fiscale";"3";"Elaboration de la législation fiscale";"";"14954164";"";"";"";"";"";"14954164"
"7";"Finances et comptes publics";"309";"Entretien des bâtiments de l'État";"2";"Contrôles réglementaires";"";"";"9953550";"";"103681";"";"";"10057231"
"7";"Finances et comptes publics";"309";"Entretien des bâtiments de l'État";"3";"Audits, expertises, diagnostics";"";"";"2212657";"";"924696";"";"";"3137353"
"7";"Finances et comptes publics";"309";"Entretien des bâtiments de l'État";"4";"Maintenance préventive";"";"";"26795253";"";"1175758";"";"";"27971011"
"7";"Finances et comptes publics";"309";"Entretien des bâtiments de l'État";"5";"Maintenance corrective";"";"";"17006165";"";"7264545";"2434";"";"24273144"
"7";"Finances et comptes publics";"309";"Entretien des bâtiments de l'État";"6";"Travaux lourds - Mise en conformité et remise en état";"";"";"22547109";"";"55745367";"163841";"";"78456317"
"7";"Finances et comptes publics";"336";"Dotation en capital du Mécanisme européen de stabilité";"1";"Dotation en capital du Mécanisme européen de stabilité";"";"";"0";"";"";"";"";"0"
"7";"Finances et comptes publics";"338";"Augmentation de capital de la Banque européenne d'investissement";"1";"Augmentation de capital de la Banque européenne d'investissement";"";"";"";"";"";"";"0";"0"
"7";"Finances et comptes publics";"344";"Fonds de soutien relatif aux prêts et contrats financiers structurés à risque";"1";"Fonds de soutien relatif aux prêts et contrats financiers structurés à risque";"";"";"0";"";"";"29853000";"";"29853000"
"7";"Finances et comptes publics";"501";"Présidence de la République";"1";"Présidence de la République";"100000000";"";"";"";"";"";"";"100000000"
"7";"Finances et comptes publics";"511";"Assemblée nationale";"1";"Assemblée nationale";"517890000";"";"";"";"";"";"";"517890000"
"7";"Finances et comptes publics";"521";"Sénat";"1";"Sénat";"0";"";"";"";"";"";"";"0"
"7";"Finances et comptes publics";"521";"Sénat";"2";"Jardin du Luxembourg";"323584600";"";"";"";"";"";"";"323584600"
"7";"Finances et comptes publics";"531";"Conseil constitutionnel";"1";"Conseil constitutionnel";"10190000";"";"";"";"";"";"";"10190000"
"7";"Finances et comptes publics";"533";"Cour de justice de la République";"1";"Cour de justice de la République";"861500";"";"";"";"";"";"";"861500"
"7";"Finances et comptes publics";"541";"La Chaîne parlementaire";"1";"La Chaîne parlementaire - Assemblée nationale";"16641162";"";"";"";"";"";"";"16641162"
"7";"Finances et comptes publics";"541";"La Chaîne parlementaire";"2";"Public Sénat";"18848000";"";"";"";"";"";"";"18848000"
"7";"Finances et comptes publics";"551";"Provision relative aux rémunérations publiques";"1";"Provision relative aux rémunérations publiques";"";"0";"";"";"";"";"";"0"
"7";"Finances et comptes publics";"552";"Dépenses accidentelles et imprévisibles";"1";"Dépenses accidentelles et imprévisibles";"";"";"0";"";"";"";"";"0"
"9";"Intérieur";"104";"Intégration et accès à la nationalité française";"11";"Accueil des étrangers primo arrivants";"";"";"4398195";"";"";"3037243";"";"7435438"
"9";"Intérieur";"104";"Intégration et accès à la nationalité française";"12";"Accompagnement des étrangers primo-arrivants";"";"";"3195199";"";"";"29151531";"";"32346730"
"9";"Intérieur";"104";"Intégration et accès à la nationalité française";"14";"Accès à la nationalité française";"";"";"1586328";"";"";"88224";"";"1674552"
"9";"Intérieur";"104";"Intégration et accès à la nationalité française";"15";"Accompagnement des réfugiés";"";"";"149511";"";"";"18018003";"";"18167514"
"9";"Intérieur";"122";"Concours spécifiques et administration";"1";"Aides exceptionnelles aux collectivités territoriales";"";"";"0";"";"";"145913714";"";"145913714"
"9";"Intérieur";"122";"Concours spécifiques et administration";"2";"Administration des relations avec les collectivités territoriales";"";"";"-1344507";"";"638869";"440000";"";"-265638"
"9";"Intérieur";"122";"Concours spécifiques et administration";"3";"Dotation générale de décentralisation";"";"";"0";"";"";"0";"";"0"
"9";"Intérieur";"122";"Concours spécifiques et administration";"4";"Dotations Outre-Mer";"";"";"";"";"";"150343635";"";"150343635"
"9";"Intérieur";"152";"Gendarmerie nationale";"1";"Ordre et sécurité publics";"";"3184691232";"82304";"";"13223";"0";"";"3184786759"
"9";"Intérieur";"152";"Gendarmerie nationale";"2";"Sécurité routière";"";"727435980";"";"";"";"";"";"727435980"
"9";"Intérieur";"152";"Gendarmerie nationale";"3";"Missions de police judiciaire et concours à la justice";"";"1917032141";"657";"";"";"";"";"1917032798"
"9";"Intérieur";"152";"Gendarmerie nationale";"4";"Commandement, ressources humaines et logistique";"";"946134654";"1128513679";"-1217";"101292329";"8799089";"";"2184738534"
"9";"Intérieur";"152";"Gendarmerie nationale";"5";"Exercice des missions militaires";"";"133328721";"";"";"";"";"";"133328721"
"9";"Intérieur";"161";"Sécurité civile";"11";"Prévention et gestion de crises";"";"9101095";"11609208";"";"9469522";"2267997";"";"32447822"
"9";"Intérieur";"161";"Sécurité civile";"12";"Préparation et interventions spécialisées des moyens nationaux";"";"150037616";"87643987";"";"6929471";"0";"";"244611074"
"9";"Intérieur";"161";"Sécurité civile";"13";"Soutien aux acteurs de la sécurité civile";"";"2231250";"31197959";"";"3603536";"101068765";"2799234";"140900744"
"9";"Intérieur";"161";"Sécurité civile";"14";"Fonctionnement, soutien et logistique";"";"2751659";"2877598";"";"0";"40700";"";"5669957"
"9";"Intérieur";"176";"Police nationale";"1";"Ordre public et protection de la souveraineté";"";"1288475497";"14070";"";"";"0";"";"1288489567"
"9";"Intérieur";"176";"Police nationale";"2";"Sécurité et paix publiques";"";"2880029236";"";"";"";"0";"";"2880029236"
"9";"Intérieur";"176";"Police nationale";"3";"Sécurité routière";"";"437413345";"";"";"";"0";"";"437413345"
"9";"Intérieur";"176";"Police nationale";"4";"Police des étrangers et sûreté des transports internationaux";"";"737885703";"6941";"";"";"";"";"737892644"
"9";"Intérieur";"176";"Police nationale";"5";"Missions de police judiciaire et concours à la justice";"";"2519501273";"0";"";"";"";"";"2519501273"
"9";"Intérieur";"176";"Police nationale";"6";"Commandement, ressources humaines et logistique";"";"829410596";"786071405";"0";"168175022";"55585062";"-1797";"1839240288"
"9";"Intérieur";"207";"Sécurité et éducation routières";"1";"Observation, prospective, réglementation et soutien au programme";"";"0";"1640963";"";"0";"970757";"";"2611720"
"9";"Intérieur";"207";"Sécurité et éducation routières";"2";"Démarches interministérielles et communication";"";"";"15214016";"";"19800";"3811043";"";"19044859"
"9";"Intérieur";"207";"Sécurité et éducation routières";"3";"Éducation routière";"";"";"12632301";"";"1407393";"3909629";"";"17949323"
"9";"Intérieur";"216";"Conduite et pilotage des politiques de l'intérieur";"1";"État-major et services centraux";"";"306325747";"25347668";"";"169647";"123850";"";"331966912"
"9";"Intérieur";"216";"Conduite et pilotage des politiques de l'intérieur";"3";"Système d'information et de communication";"";"";"46493703";"";"6675556";"";"";"53169259"
"9";"Intérieur";"216";"Conduite et pilotage des politiques de l'intérieur";"4";"Action sociale et formation";"";"5199";"36195931";"";"12565";"935";"";"36214630"
"9";"Intérieur";"216";"Conduite et pilotage des politiques de l'intérieur";"5";"Affaires immobilières";"";"";"123872888";"";"2936998";"";"";"126809886"
"9";"Intérieur";"216";"Conduite et pilotage des politiques de l'intérieur";"6";"Affaires juridiques et contentieuses";"";"0";"97888995";"";"";"2856";"0";"97891851"
"9";"Intérieur";"216";"Conduite et pilotage des politiques de l'intérieur";"8";"Immigration, asile et intégration";"";"36468600";"";"";"";"";"";"36468600"
"9";"Intérieur";"216";"Conduite et pilotage des politiques de l'intérieur";"9";"Sécurité et éducation routières";"";"86111197";"";"";"";"";"";"86111197"
"9";"Intérieur";"232";"Vie politique, cultuelle et associative";"1";"Financement des partis";"";"";"";"";"";"63094728";"";"63094728"
"9";"Intérieur";"232";"Vie politique, cultuelle et associative";"2";"Organisation des élections";"";"5883430";"172144033";"";"1960080";"15487641";"";"195475184"
"9";"Intérieur";"232";"Vie politique, cultuelle et associative";"3";"Commission nationale des comptes de campagne et des financements politiques";"";"4146231";"2512053";"";"";"";"";"6658284"
"9";"Intérieur";"232";"Vie politique, cultuelle et associative";"4";"Cultes";"";"";"145007";"";"547790";"1694244";"";"2387041"
"9";"Intérieur";"232";"Vie politique, cultuelle et associative";"5";"Vie associative";"";"";"92115";"";"1879";"52750";"";"146744"
"9";"Intérieur";"303";"Immigration et asile";"1";"Circulation des étrangers et politique des visas";"";"";"1010742";"";"";"5000";"";"1015742"
"9";"Intérieur";"303";"Immigration et asile";"2";"Garantie de l'exercice du droit d'asile";"";"";"50219345";"";"";"445679713";"";"495899058"
"9";"Intérieur";"303";"Immigration et asile";"3";"Lutte contre l'immigration irrégulière";"";"";"64089390";"0";"9250689";"20609795";"";"93949874"
"9";"Intérieur";"303";"Immigration et asile";"4";"Soutien";"";"";"24073762";"";"2747080";"207032";"";"27027874"
"9";"Intérieur";"307";"Administration territoriale";"1";"Coordination de la sécurité des personnes et des biens";"";"200444479";"";"";"-482";"";"";"200443997"
"9";"Intérieur";"307";"Administration territoriale";"2";"Réglementation générale, garantie de l'identité et de la nationalité et délivrance des titres";"";"643290016";"22020335";"";"126176";"31523672";"";"696960199"
"9";"Intérieur";"307";"Administration territoriale";"3";"Contrôle de légalité et conseil aux collectivités territoriales";"";"167346296";"3993";"";"-191";"";"";"167350098"
"9";"Intérieur";"307";"Administration territoriale";"4";"Pilotage territorial des politiques gouvernementales";"";"435451835";"20621117";"-963";"3906171";"2024453";"";"462002613"
"9";"Intérieur";"307";"Administration territoriale";"5";"Animation et soutien du réseau";"";"64279981";"128614406";"963";"32533112";"106184";"0";"225534646"
"10";"Justice";"101";"Accès au droit et à la justice";"1";"Aide juridictionnelle";"";"";"75951";"";"";"313655575";"";"313731526"
"10";"Justice";"101";"Accès au droit et à la justice";"2";"Développement de l'accès au droit et du réseau judiciaire de proximité";"";"";"68545";"";"";"5431466";"";"5500011"
"10";"Justice";"101";"Accès au droit et à la justice";"3";"Aide aux victimes";"";"";"15702";"";"";"15313608";"";"15329310"
"10";"Justice";"101";"Accès au droit et à la justice";"4";"Médiation familiale et espaces de rencontre";"";"";"0";"";"";"4165171";"";"4165171"
"10";"Justice";"101";"Accès au droit et à la justice";"5";"Indemnisation des avoués";"";"";"";"";"";"0";"";"0"
"10";"Justice";"107";"Administration pénitentiaire";"1";"Garde et contrôle des personnes placées sous main de justice";"";"1557037508";"164471729";"";"306554760";"2423982";"";"2030487979"
"10";"Justice";"107";"Administration pénitentiaire";"2";"Accueil et accompagnement des personnes placées sous main de justice";"";"326636886";"547811080";"";"2889499";"101553911";"";"978891376"
"10";"Justice";"107";"Administration pénitentiaire";"4";"Soutien et formation";"";"220679216";"89153482";"";"1945101";"1058577";"300";"312836676"
"10";"Justice";"166";"Justice judiciaire";"1";"Traitement et jugement des contentieux civils";"";"865695016";"55728219";"";"";"0";"";"921423235"
"10";"Justice";"166";"Justice judiciaire";"2";"Conduite de la politique pénale et jugement des affaires pénales";"";"715531965";"252766115";"0";"0";"0";"";"968298080"
"10";"Justice";"166";"Justice judiciaire";"3";"Cassation";"";"58173794";"1456";"";"";"0";"";"58175250"
"10";"Justice";"166";"Justice judiciaire";"5";"Enregistrement des décisions judiciaires";"";"12261313";"2613";"";"";"";"";"12263926"
"10";"Justice";"166";"Justice judiciaire";"6";"Soutien";"";"377555836";"470524683";"";"140656223";"3210268";"";"991947010"
"10";"Justice";"166";"Justice judiciaire";"7";"Formation";"";"84405529";"29221230";"";"";"0";"";"113626759"
"10";"Justice";"166";"Justice judiciaire";"8";"Support à l'accès au droit et à la justice";"";"23652298";"";"";"";"0";"";"23652298"
"10";"Justice";"182";"Protection judiciaire de la jeunesse";"1";"Mise en oeuvre des décisions judiciaires";"";"360393657";"269616357";"0";"11655844";"3891272";"";"645557130"
"10";"Justice";"182";"Protection judiciaire de la jeunesse";"3";"Soutien";"";"86530016";"16949937";"0";"1160095";"5650";"";"104645698"
"10";"Justice";"182";"Protection judiciaire de la jeunesse";"4";"Formation";"";"15180819";"9460558";"";"70193";"2708";"";"24714278"
"10";"Justice";"310";"Conduite et pilotage de la politique de la justice";"1";"État major";"";"9197961";"893356";"";"";"270692";"";"10362009"
"10";"Justice";"310";"Conduite et pilotage de la politique de la justice";"2";"Activité normative";"";"24025612";"";"";"";"0";"";"24025612"
"10";"Justice";"310";"Conduite et pilotage de la politique de la justice";"3";"Évaluation, contrôle, études et recherche";"";"14048532";"421788";"";"";"151740";"";"14622060"
"10";"Justice";"310";"Conduite et pilotage de la politique de la justice";"4";"Gestion de l'administration centrale";"";"50092619";"64471158";"";"913030";"237430";"";"115714237"
"10";"Justice";"310";"Conduite et pilotage de la politique de la justice";"9";"Action informatique ministérielle";"";"21884184";"92303775";"";"5381617";"0";"";"119569576"
"10";"Justice";"310";"Conduite et pilotage de la politique de la justice";"10";"Action sociale ministérielle";"";"13397190";"22733708";"";"25677";"";"";"36156575"
"10";"Justice";"335";"Conseil supérieur de la magistrature";"1";"Conseil supérieur de la magistrature";"";"2334957";"1567159";"";"0";"";"923";"3903039"
"12";"Services du Premier ministre";"112";"Impulsion et coordination de la politique d'aménagement du territoire";"1";"Attractivité économique et compétitivité des territoires";"";"";"7236707";"";"";"52748821";"";"59985528"
"12";"Services du Premier ministre";"112";"Impulsion et coordination de la politique d'aménagement du territoire";"2";"Développement solidaire et équilibré des territoires";"";"";"2010679";"";"104612";"145728504";"";"147843795"
